transfer_id,task_from,task_to,transfer_size
82,38/ID00037,39/ID00038,1.0
83,2/ID00001,40/ID00039,1668.0
84,38/ID00037,40/ID00039,1.0
85,3/ID00002,41/ID00040,1658.0
86,38/ID00037,41/ID00040,1.0
87,4/ID00003,42/ID00041,1668.0
88,38/ID00037,42/ID00041,1.0
89,5/ID00004,43/ID00042,1662.0
90,38/ID00037,43/ID00042,1.0
91,6/ID00005,44/ID00043,1662.0
92,38/ID00037,44/ID00043,1.0
93,7/ID00006,45/ID00044,1670.0
94,38/ID00037,45/ID00044,1.0
95,8/ID00007,46/ID00045,1666.0
96,38/ID00037,46/ID00045,1.0
97,44/ID00043,47/ID00046,1666.0
98,45/ID00044,47/ID00046,1668.0
99,46/ID00045,47/ID00046,1658.0
100,41/ID00040,47/ID00046,1664.0
101,42/ID00041,47/ID00046,1664.0
102,43/ID00042,47/ID00046,1660.0
103,39/ID00038,47/ID00046,1666.0
104,40/ID00039,47/ID00046,1662.0
105,47/ID00046,48/ID00047,1.0
106,48/ID00047,49/ID00048,26076.0
107,49/ID00048,50/ID00049,522.0
108,0/entry,1/ID00000,846.0
109,0/entry,2/ID00001,846.0
110,0/entry,3/ID00002,846.0
111,0/entry,4/ID00003,846.0
112,0/entry,5/ID00004,846.0
113,0/entry,6/ID00005,846.0
114,0/entry,7/ID00006,846.0
115,0/entry,8/ID00007,846.0
116,50/ID00049,51/finish,57.0
117,59/ID00006,53/ID00000,1.0
118,57/ID00004,53/ID00000,1.0
119,61/ID00008,53/ID00000,1.0
120,96/ID00043,53/ID00000,1.0
121,88/ID00035,53/ID00000,1.0
122,98/ID00045,53/ID00000,1.0
123,86/ID00033,53/ID00000,1.0
124,73/ID00020,53/ID00000,1.0
125,65/ID00012,53/ID00000,1.0
126,84/ID00031,53/ID00000,1.0
127,75/ID00022,53/ID00000,1.0
128,94/ID00041,53/ID00000,1.0
129,63/ID00010,53/ID00000,1.0
130,69/ID00016,53/ID00000,1.0
131,78/ID00025,53/ID00000,1.0
132,67/ID00014,53/ID00000,1.0
133,80/ID00027,53/ID00000,1.0
134,100/ID00047,53/ID00000,1.0
135,82/ID00029,53/ID00000,1.0
136,92/ID00039,53/ID00000,1.0
137,102/ID00049,53/ID00000,1.0
138,71/ID00018,53/ID00000,1.0
139,90/ID00037,53/ID00000,1.0
140,58/ID00005,54/ID00001,1.0
141,56/ID00003,54/ID00001,1.0
142,62/ID00009,54/ID00001,1.0
143,60/ID00007,54/ID00001,1.0
144,87/ID00034,54/ID00001,1.0
145,97/ID00044,54/ID00001,1.0
146,85/ID00032,54/ID00001,1.0
147,99/ID00046,54/ID00001,1.0
148,83/ID00030,54/ID00001,1.0
149,74/ID00021,54/ID00001,1.0
150,93/ID00040,54/ID00001,1.0
151,66/ID00013,54/ID00001,1.0
152,95/ID00042,54/ID00001,1.0
153,64/ID00011,54/ID00001,1.0
154,77/ID00024,54/ID00001,1.0
155,70/ID00017,54/ID00001,1.0
156,79/ID00026,54/ID00001,1.0
157,68/ID00015,54/ID00001,1.0
158,81/ID00028,54/ID00001,1.0
159,91/ID00038,54/ID00001,1.0
160,101/ID00048,54/ID00001,1.0
161,89/ID00036,54/ID00001,1.0
162,72/ID00019,54/ID00001,1.0
163,55/ID00002,56/ID00003,568.0
164,56/ID00003,57/ID00004,1.0
165,55/ID00002,58/ID00005,568.0
166,58/ID00005,59/ID00006,1.0
167,55/ID00002,60/ID00007,568.0
168,60/ID00007,61/ID00008,1.0
169,55/ID00002,62/ID00009,568.0
170,62/ID00009,63/ID00010,1.0
171,55/ID00002,64/ID00011,568.0
172,64/ID00011,65/ID00012,1.0
173,55/ID00002,66/ID00013,568.0
174,66/ID00013,67/ID00014,1.0
175,55/ID00002,68/ID00015,568.0
176,68/ID00015,69/ID00016,1.0
177,55/ID00002,70/ID00017,568.0
178,70/ID00017,71/ID00018,1.0
179,55/ID00002,72/ID00019,568.0
180,72/ID00019,73/ID00020,1.0
181,55/ID00002,74/ID00021,568.0
182,74/ID00021,75/ID00022,1.0
183,76/ID00023,77/ID00024,382.0
184,77/ID00024,78/ID00025,1.0
185,76/ID00023,79/ID00026,382.0
186,79/ID00026,80/ID00027,1.0
187,76/ID00023,81/ID00028,382.0
188,81/ID00028,82/ID00029,1.0
189,76/ID00023,83/ID00030,382.0
190,83/ID00030,84/ID00031,1.0
191,76/ID00023,85/ID00032,382.0
192,85/ID00032,86/ID00033,1.0
193,76/ID00023,87/ID00034,382.0
194,87/ID00034,88/ID00035,1.0
195,76/ID00023,89/ID00036,382.0
196,89/ID00036,90/ID00037,1.0
197,76/ID00023,91/ID00038,382.0
198,91/ID00038,92/ID00039,1.0
199,76/ID00023,93/ID00040,382.0
200,93/ID00040,94/ID00041,1.0
201,76/ID00023,95/ID00042,382.0
202,95/ID00042,96/ID00043,1.0
203,76/ID00023,97/ID00044,382.0
204,97/ID00044,98/ID00045,1.0
205,76/ID00023,99/ID00046,382.0
206,99/ID00046,100/ID00047,1.0
207,76/ID00023,101/ID00048,382.0
208,101/ID00048,102/ID00049,1.0
209,52/entry,55/ID00002,39141.0
210,52/entry,76/ID00023,39311.0
211,53/ID00000,103/finish,1.0
212,54/ID00001,103/finish,1.0
213,117/ID00012,105/ID00000,1.0
214,107/ID00002,105/ID00000,1.0
215,106/ID00001,105/ID00000,1.0
216,115/ID00010,105/ID00000,1.0
217,116/ID00011,105/ID00000,1.0
218,111/ID00006,105/ID00000,1.0
219,110/ID00005,105/ID00000,1.0
220,109/ID00004,105/ID00000,1.0
221,108/ID00003,105/ID00000,1.0
222,114/ID00009,105/ID00000,1.0
223,113/ID00008,105/ID00000,1.0
224,112/ID00007,105/ID00000,1.0
225,118/ID00013,122/ID00017,158.0
226,121/ID00016,122/ID00017,18.0
227,119/ID00014,122/ID00017,6.0
228,120/ID00015,122/ID00017,4.0
229,122/ID00017,123/ID00018,42.0
230,122/ID00017,124/ID00019,42.0
231,122/ID00017,125/ID00020,42.0
232,122/ID00017,126/ID00021,42.0
233,123/ID00018,126/ID00021,4.0
234,122/ID00017,127/ID00022,42.0
235,125/ID00020,128/ID00023,20.0
236,126/ID00021,128/ID00023,4.0
237,127/ID00022,128/ID00023,5.0
238,105/ID00000,128/ID00023,6.0
239,122/ID00017,128/ID00023,42.0
240,124/ID00019,128/ID00023,3.0
241,138/ID00034,129/ID00025,1.0
242,139/ID00035,129/ID00025,1.0
243,136/ID00032,129/ID00025,1.0
244,137/ID00033,129/ID00025,1.0
245,134/ID00030,129/ID00025,1.0
246,135/ID00031,129/ID00025,1.0
247,130/ID00026,129/ID00025,1.0
248,131/ID00027,129/ID00025,1.0
249,132/ID00028,129/ID00025,1.0
250,133/ID00029,129/ID00025,1.0
251,140/ID00036,129/ID00025,1.0
252,141/ID00037,129/ID00025,1.0
253,144/ID00040,146/ID00042,4.0
254,145/ID00041,146/ID00042,33.0
255,142/ID00038,146/ID00042,195.0
256,143/ID00039,146/ID00042,7.0
257,146/ID00042,147/ID00043,32.0
258,146/ID00042,148/ID00044,32.0
259,146/ID00042,149/ID00045,32.0
260,147/ID00043,150/ID00046,4.0
261,146/ID00042,150/ID00046,32.0
262,146/ID00042,151/ID00047,32.0
263,148/ID00044,152/ID00048,3.0
264,149/ID00045,152/ID00048,24.0
265,150/ID00046,152/ID00048,4.0
266,146/ID00042,152/ID00048,32.0
267,129/ID00025,152/ID00048,6.0
268,151/ID00047,152/ID00048,4.0
269,104/entry,106/ID00001,25.0
270,104/entry,107/ID00002,25.0
271,104/entry,108/ID00003,25.0
272,104/entry,109/ID00004,25.0
273,104/entry,110/ID00005,25.0
274,104/entry,111/ID00006,25.0
275,104/entry,112/ID00007,25.0
276,104/entry,113/ID00008,25.0
277,104/entry,114/ID00009,25.0
278,104/entry,115/ID00010,25.0
279,104/entry,116/ID00011,25.0
280,104/entry,117/ID00012,25.0
281,104/entry,118/ID00013,25.0
282,104/entry,119/ID00014,23.0
283,104/entry,120/ID00015,25.0
284,104/entry,121/ID00016,1759.0
285,104/entry,130/ID00026,25.0
286,104/entry,131/ID00027,25.0
287,104/entry,132/ID00028,25.0
288,104/entry,133/ID00029,25.0
289,104/entry,134/ID00030,25.0
290,104/entry,135/ID00031,25.0
291,104/entry,136/ID00032,25.0
292,104/entry,137/ID00033,25.0
293,104/entry,138/ID00034,25.0
294,104/entry,139/ID00035,25.0
295,104/entry,140/ID00036,25.0
296,104/entry,141/ID00037,25.0
297,104/entry,142/ID00038,25.0
298,104/entry,143/ID00039,23.0
299,104/entry,144/ID00040,25.0
300,104/entry,145/ID00041,1741.0
301,128/ID00023,153/finish,15.0
302,152/ID00048,153/finish,14.0
303,155/ID00000,167/ID00012,15.0
304,156/ID00001,168/ID00013,16.0
305,157/ID00002,169/ID00014,16.0
306,158/ID00003,170/ID00015,15.0
307,159/ID00004,171/ID00016,15.0
308,160/ID00005,172/ID00017,15.0
309,161/ID00006,173/ID00018,15.0
310,162/ID00007,174/ID00019,15.0
311,163/ID00008,175/ID00020,15.0
312,164/ID00009,176/ID00021,15.0
313,165/ID00010,177/ID00022,16.0
314,166/ID00011,178/ID00023,15.0
315,175/ID00020,179/ID00024,4.0
316,176/ID00021,179/ID00024,3.0
317,167/ID00012,179/ID00024,7.0
318,177/ID00022,179/ID00024,4.0
319,168/ID00013,179/ID00024,3.0
320,178/ID00023,179/ID00024,5.0
321,171/ID00016,179/ID00024,6.0
322,172/ID00017,179/ID00024,4.0
323,169/ID00014,179/ID00024,6.0
324,170/ID00015,179/ID00024,4.0
325,173/ID00018,179/ID00024,7.0
326,174/ID00019,179/ID00024,6.0
327,179/ID00024,180/ID00025,1.0
328,179/ID00024,181/ID00026,1.0
329,179/ID00024,182/ID00027,1.0
330,179/ID00024,183/ID00028,1.0
331,179/ID00024,184/ID00029,1.0
332,179/ID00024,185/ID00030,1.0
333,179/ID00024,186/ID00031,1.0
334,179/ID00024,187/ID00032,1.0
335,179/ID00024,188/ID00033,1.0
336,179/ID00024,189/ID00034,1.0
337,179/ID00024,190/ID00035,1.0
338,179/ID00024,191/ID00036,1.0
339,180/ID00025,192/ID00037,1.0
340,181/ID00026,193/ID00038,1.0
341,182/ID00027,194/ID00039,1.0
342,183/ID00028,195/ID00040,1.0
343,184/ID00029,196/ID00041,1.0
344,185/ID00030,197/ID00042,1.0
345,186/ID00031,198/ID00043,1.0
346,187/ID00032,199/ID00044,1.0
347,188/ID00033,200/ID00045,1.0
348,189/ID00034,201/ID00046,1.0
349,190/ID00035,202/ID00047,1.0
350,191/ID00036,203/ID00048,1.0
351,198/ID00043,204/ID00049,3.0
352,199/ID00044,204/ID00049,5.0
353,200/ID00045,204/ID00049,4.0
354,201/ID00046,204/ID00049,3.0
355,195/ID00040,204/ID00049,4.0
356,196/ID00041,204/ID00049,5.0
357,197/ID00042,204/ID00049,4.0
358,202/ID00047,204/ID00049,7.0
359,193/ID00038,204/ID00049,3.0
360,203/ID00048,204/ID00049,6.0
361,194/ID00039,204/ID00049,6.0
362,192/ID00037,204/ID00049,4.0
363,154/entry,155/ID00000,609.0
364,154/entry,156/ID00001,610.0
365,154/entry,157/ID00002,610.0
366,154/entry,158/ID00003,610.0
367,154/entry,159/ID00004,610.0
368,154/entry,160/ID00005,610.0
369,154/entry,161/ID00006,610.0
370,154/entry,162/ID00007,610.0
371,154/entry,163/ID00008,610.0
372,154/entry,164/ID00009,610.0
373,154/entry,165/ID00010,609.0
374,154/entry,166/ID00011,611.0
375,204/ID00049,205/finish,1.0
376,207/ID00000,209/ID00002,495.0
377,207/ID00000,210/ID00003,495.0
378,207/ID00000,211/ID00004,495.0
379,207/ID00000,212/ID00005,495.0
380,207/ID00000,213/ID00006,495.0
381,208/ID00001,214/ID00007,182.0
382,208/ID00001,215/ID00008,182.0
383,208/ID00001,216/ID00009,182.0
384,208/ID00001,217/ID00010,182.0
385,208/ID00001,218/ID00011,182.0
386,209/ID00002,219/ID00012,104.0
387,210/ID00003,220/ID00013,92.0
388,211/ID00004,221/ID00014,99.0
389,212/ID00005,222/ID00015,101.0
390,213/ID00006,223/ID00016,100.0
391,214/ID00007,224/ID00017,35.0
392,215/ID00008,225/ID00018,37.0
393,216/ID00009,226/ID00019,38.0
394,217/ID00010,227/ID00020,36.0
395,218/ID00011,228/ID00021,38.0
396,219/ID00012,229/ID00022,37.0
397,220/ID00013,230/ID00023,33.0
398,221/ID00014,231/ID00024,31.0
399,222/ID00015,232/ID00025,66.0
400,223/ID00016,233/ID00026,37.0
401,224/ID00017,234/ID00027,13.0
402,225/ID00018,235/ID00028,10.0
403,226/ID00019,236/ID00029,12.0
404,227/ID00020,237/ID00030,11.0
405,228/ID00021,238/ID00031,15.0
406,229/ID00022,239/ID00032,9.0
407,230/ID00023,240/ID00033,8.0
408,231/ID00024,241/ID00034,7.0
409,232/ID00025,242/ID00035,15.0
410,233/ID00026,243/ID00036,9.0
411,234/ID00027,244/ID00037,3.0
412,235/ID00028,245/ID00038,3.0
413,236/ID00029,246/ID00039,3.0
414,237/ID00030,247/ID00040,3.0
415,238/ID00031,248/ID00041,4.0
416,241/ID00034,249/ID00042,8.0
417,242/ID00035,249/ID00042,17.0
418,239/ID00032,249/ID00042,9.0
419,240/ID00033,249/ID00042,9.0
420,243/ID00036,249/ID00042,10.0
421,247/ID00040,250/ID00043,3.0
422,248/ID00041,250/ID00043,4.0
423,245/ID00038,250/ID00043,3.0
424,246/ID00039,250/ID00043,3.0
425,244/ID00037,250/ID00043,4.0
426,250/ID00043,251/ID00044,14.0
427,249/ID00042,251/ID00044,48.0
428,251/ID00044,252/ID00045,61.0
429,252/ID00045,253/ID00046,1.0
430,206/entry,207/ID00000,492.0
431,206/entry,208/ID00001,179.0
432,253/ID00046,254/finish,7.0
