transfer_id,task_from,task_to,transfer_size
111,126/ID00125,223/ID00222,84.0
112,17/ID00016,223/ID00222,84.0
113,42/ID00041,224/ID00223,84.0
114,18/ID00017,224/ID00223,84.0
115,80/ID00079,225/ID00224,84.0
116,18/ID00017,225/ID00224,84.0
117,98/ID00097,226/ID00225,84.0
118,18/ID00017,226/ID00225,84.0
119,103/ID00102,227/ID00226,84.0
120,18/ID00017,227/ID00226,84.0
121,107/ID00106,228/ID00227,84.0
122,18/ID00017,228/ID00227,84.0
123,18/ID00017,229/ID00228,84.0
124,151/ID00150,229/ID00228,84.0
125,165/ID00164,230/ID00229,84.0
126,18/ID00017,230/ID00229,84.0
127,3/ID00002,231/ID00230,84.0
128,19/ID00018,231/ID00230,84.0
129,90/ID00089,232/ID00231,84.0
130,19/ID00018,232/ID00231,84.0
131,103/ID00102,233/ID00232,84.0
132,19/ID00018,233/ID00232,84.0
133,123/ID00122,234/ID00233,84.0
134,19/ID00018,234/ID00233,84.0
135,20/ID00019,235/ID00234,84.0
136,27/ID00026,236/ID00235,84.0
137,20/ID00019,236/ID00235,84.0
138,49/ID00048,237/ID00236,84.0
139,20/ID00019,237/ID00236,84.0
140,87/ID00086,238/ID00237,84.0
141,20/ID00019,238/ID00237,84.0
142,105/ID00104,239/ID00238,84.0
143,20/ID00019,239/ID00238,84.0
144,35/ID00034,240/ID00239,84.0
145,21/ID00020,240/ID00239,84.0
146,110/ID00109,241/ID00240,84.0
147,21/ID00020,241/ID00240,84.0
148,21/ID00020,242/ID00241,84.0
149,145/ID00144,242/ID00241,84.0
150,21/ID00020,243/ID00242,84.0
151,156/ID00155,243/ID00242,84.0
152,22/ID00021,244/ID00243,84.0
153,4/ID00003,244/ID00243,84.0
154,22/ID00021,245/ID00244,84.0
155,67/ID00066,245/ID00244,84.0
156,22/ID00021,246/ID00245,84.0
157,156/ID00155,246/ID00245,84.0
158,23/ID00022,247/ID00246,84.0
159,7/ID00006,247/ID00246,84.0
160,46/ID00045,248/ID00247,84.0
161,23/ID00022,248/ID00247,84.0
162,23/ID00022,249/ID00248,84.0
163,68/ID00067,249/ID00248,84.0
164,82/ID00081,250/ID00249,84.0
165,23/ID00022,250/ID00249,84.0
166,97/ID00096,251/ID00250,84.0
167,23/ID00022,251/ID00250,84.0
168,160/ID00159,252/ID00251,84.0
169,23/ID00022,252/ID00251,84.0
170,21/ID00020,253/ID00252,84.0
171,24/ID00023,253/ID00252,84.0
172,24/ID00023,254/ID00253,84.0
173,26/ID00025,254/ID00253,84.0
174,24/ID00023,255/ID00254,84.0
175,55/ID00054,255/ID00254,84.0
176,25/ID00024,256/ID00255,84.0
177,87/ID00086,256/ID00255,84.0
178,100/ID00099,257/ID00256,84.0
179,25/ID00024,257/ID00256,84.0
180,24/ID00023,258/ID00257,84.0
181,26/ID00025,258/ID00257,84.0
182,26/ID00025,259/ID00258,84.0
183,29/ID00028,259/ID00258,84.0
184,54/ID00053,260/ID00259,84.0
185,26/ID00025,260/ID00259,84.0
186,104/ID00103,261/ID00260,84.0
187,26/ID00025,261/ID00260,84.0
188,27/ID00026,262/ID00261,84.0
189,5/ID00004,262/ID00261,84.0
190,27/ID00026,263/ID00262,84.0
191,69/ID00068,263/ID00262,84.0
192,80/ID00079,264/ID00263,84.0
193,27/ID00026,264/ID00263,84.0
194,27/ID00026,265/ID00264,84.0
195,94/ID00093,265/ID00264,84.0
196,117/ID00116,266/ID00265,84.0
197,27/ID00026,266/ID00265,84.0
198,34/ID00033,267/ID00266,84.0
199,28/ID00027,267/ID00266,84.0
200,109/ID00108,268/ID00267,84.0
201,28/ID00027,268/ID00267,84.0
202,129/ID00128,269/ID00268,84.0
203,28/ID00027,269/ID00268,84.0
204,29/ID00028,270/ID00269,84.0
205,20/ID00019,270/ID00269,84.0
206,62/ID00061,271/ID00270,84.0
207,29/ID00028,271/ID00270,84.0
208,29/ID00028,272/ID00271,84.0
209,122/ID00121,272/ID00271,84.0
210,29/ID00028,273/ID00272,84.0
211,124/ID00123,273/ID00272,84.0
212,154/ID00153,274/ID00273,84.0
213,29/ID00028,274/ID00273,84.0
214,31/ID00030,275/ID00274,84.0
215,5/ID00004,275/ID00274,84.0
216,44/ID00043,276/ID00275,84.0
217,31/ID00030,276/ID00275,84.0
218,31/ID00030,277/ID00276,84.0
219,77/ID00076,277/ID00276,84.0
220,31/ID00030,278/ID00277,84.0
221,92/ID00091,278/ID00277,84.0
222,32/ID00031,279/ID00278,84.0
223,38/ID00037,279/ID00278,84.0
224,45/ID00044,280/ID00279,84.0
225,32/ID00031,280/ID00279,84.0
226,32/ID00031,281/ID00280,84.0
227,141/ID00140,281/ID00280,84.0
228,33/ID00032,282/ID00281,84.0
229,87/ID00086,282/ID00281,84.0
230,96/ID00095,283/ID00282,84.0
231,33/ID00032,283/ID00282,84.0
232,136/ID00135,284/ID00283,84.0
233,33/ID00032,284/ID00283,84.0
234,45/ID00044,285/ID00284,84.0
235,34/ID00033,285/ID00284,84.0
236,34/ID00033,286/ID00285,84.0
237,124/ID00123,286/ID00285,84.0
238,35/ID00034,287/ID00286,84.0
239,91/ID00090,287/ID00286,84.0
240,36/ID00035,288/ID00287,84.0
241,42/ID00041,288/ID00287,84.0
242,36/ID00035,289/ID00288,84.0
243,102/ID00101,289/ID00288,84.0
244,37/ID00036,290/ID00289,84.0
245,42/ID00041,291/ID00290,84.0
246,37/ID00036,291/ID00290,84.0
247,58/ID00057,292/ID00291,84.0
248,37/ID00036,292/ID00291,84.0
249,110/ID00109,293/ID00292,84.0
250,37/ID00036,293/ID00292,84.0
251,125/ID00124,294/ID00293,84.0
252,37/ID00036,294/ID00293,84.0
253,128/ID00127,295/ID00294,84.0
254,37/ID00036,295/ID00294,84.0
255,29/ID00028,296/ID00295,84.0
256,38/ID00037,296/ID00295,84.0
257,79/ID00078,297/ID00296,84.0
258,38/ID00037,297/ID00296,84.0
259,123/ID00122,298/ID00297,84.0
260,38/ID00037,298/ID00297,84.0
261,12/ID00011,299/ID00298,84.0
262,39/ID00038,299/ID00298,84.0
263,39/ID00038,300/ID00299,84.0
264,49/ID00048,300/ID00299,84.0
265,80/ID00079,301/ID00300,84.0
266,39/ID00038,301/ID00300,84.0
267,90/ID00089,302/ID00301,84.0
268,39/ID00038,302/ID00301,84.0
269,126/ID00125,303/ID00302,84.0
270,39/ID00038,303/ID00302,84.0
271,143/ID00142,304/ID00303,84.0
272,39/ID00038,304/ID00303,84.0
273,3/ID00002,305/ID00304,84.0
274,40/ID00039,305/ID00304,84.0
275,23/ID00022,306/ID00305,84.0
276,40/ID00039,306/ID00305,84.0
277,29/ID00028,307/ID00306,84.0
278,40/ID00039,307/ID00306,84.0
279,40/ID00039,308/ID00307,84.0
280,74/ID00073,308/ID00307,84.0
281,144/ID00143,309/ID00308,84.0
282,40/ID00039,309/ID00308,84.0
283,41/ID00040,310/ID00309,84.0
284,131/ID00130,310/ID00309,84.0
285,41/ID00040,311/ID00310,84.0
286,154/ID00153,311/ID00310,84.0
287,110/ID00109,312/ID00311,84.0
288,42/ID00041,312/ID00311,84.0
289,42/ID00041,313/ID00312,84.0
290,159/ID00158,313/ID00312,84.0
291,43/ID00042,314/ID00313,84.0
292,87/ID00086,314/ID00313,84.0
293,149/ID00148,315/ID00314,84.0
294,43/ID00042,315/ID00314,84.0
295,43/ID00042,316/ID00315,84.0
296,151/ID00150,316/ID00315,84.0
297,44/ID00043,317/ID00316,84.0
298,83/ID00082,317/ID00316,84.0
299,44/ID00043,318/ID00317,84.0
300,131/ID00130,318/ID00317,84.0
301,44/ID00043,319/ID00318,84.0
302,156/ID00155,319/ID00318,84.0
303,45/ID00044,320/ID00319,84.0
304,34/ID00033,320/ID00319,84.0
305,45/ID00044,321/ID00320,84.0
306,91/ID00090,321/ID00320,84.0
307,95/ID00094,322/ID00321,84.0
308,45/ID00044,322/ID00321,84.0
309,45/ID00044,323/ID00322,84.0
310,113/ID00112,323/ID00322,84.0
311,45/ID00044,324/ID00323,84.0
312,143/ID00142,324/ID00323,84.0
313,45/ID00044,325/ID00324,84.0
314,150/ID00149,325/ID00324,84.0
315,45/ID00044,326/ID00325,84.0
316,162/ID00161,326/ID00325,84.0
317,46/ID00045,327/ID00326,84.0
318,13/ID00012,327/ID00326,84.0
319,46/ID00045,328/ID00327,84.0
320,48/ID00047,328/ID00327,84.0
321,47/ID00046,329/ID00328,84.0
322,39/ID00038,329/ID00328,84.0
323,47/ID00046,330/ID00329,84.0
324,40/ID00039,330/ID00329,84.0
325,47/ID00046,331/ID00330,84.0
326,42/ID00041,331/ID00330,84.0
327,47/ID00046,332/ID00331,84.0
328,52/ID00051,332/ID00331,84.0
329,47/ID00046,333/ID00332,84.0
330,89/ID00088,333/ID00332,84.0
331,47/ID00046,334/ID00333,84.0
332,92/ID00091,334/ID00333,84.0
333,47/ID00046,335/ID00334,84.0
334,121/ID00120,335/ID00334,84.0
335,47/ID00046,336/ID00335,84.0
336,123/ID00122,336/ID00335,84.0
337,47/ID00046,337/ID00336,84.0
338,130/ID00129,337/ID00336,84.0
339,44/ID00043,338/ID00337,84.0
340,48/ID00047,338/ID00337,84.0
341,47/ID00046,339/ID00338,84.0
342,48/ID00047,339/ID00338,84.0
343,154/ID00153,340/ID00339,84.0
344,48/ID00047,340/ID00339,84.0
345,28/ID00027,341/ID00340,84.0
346,49/ID00048,341/ID00340,84.0
347,53/ID00052,342/ID00341,84.0
348,49/ID00048,342/ID00341,84.0
349,129/ID00128,343/ID00342,84.0
350,49/ID00048,343/ID00342,84.0
351,134/ID00133,344/ID00343,84.0
352,49/ID00048,344/ID00343,84.0
353,166/ID00165,345/ID00344,84.0
354,49/ID00048,345/ID00344,84.0
355,17/ID00016,346/ID00345,84.0
356,50/ID00049,346/ID00345,84.0
357,125/ID00124,347/ID00346,84.0
358,50/ID00049,347/ID00346,84.0
359,34/ID00033,348/ID00347,84.0
360,51/ID00050,348/ID00347,84.0
361,77/ID00076,349/ID00348,84.0
362,51/ID00050,349/ID00348,84.0
363,51/ID00050,350/ID00349,84.0
364,87/ID00086,350/ID00349,84.0
365,109/ID00108,351/ID00350,84.0
366,51/ID00050,351/ID00350,84.0
367,110/ID00109,352/ID00351,84.0
368,51/ID00050,352/ID00351,84.0
369,137/ID00136,353/ID00352,84.0
370,51/ID00050,353/ID00352,84.0
371,158/ID00157,354/ID00353,84.0
372,51/ID00050,354/ID00353,84.0
373,52/ID00051,355/ID00354,84.0
374,8/ID00007,355/ID00354,84.0
375,41/ID00040,356/ID00355,84.0
376,52/ID00051,356/ID00355,84.0
377,78/ID00077,357/ID00356,84.0
378,52/ID00051,357/ID00356,84.0
379,116/ID00115,358/ID00357,84.0
380,52/ID00051,358/ID00357,84.0
381,53/ID00052,359/ID00358,84.0
382,8/ID00007,359/ID00358,84.0
383,42/ID00041,360/ID00359,84.0
384,53/ID00052,360/ID00359,84.0
385,53/ID00052,361/ID00360,84.0
386,50/ID00049,361/ID00360,84.0
387,53/ID00052,362/ID00361,84.0
388,52/ID00051,362/ID00361,84.0
389,114/ID00113,363/ID00362,84.0
390,53/ID00052,363/ID00362,84.0
391,53/ID00052,364/ID00363,84.0
392,154/ID00153,364/ID00363,84.0
393,54/ID00053,365/ID00364,84.0
394,6/ID00005,365/ID00364,84.0
395,25/ID00024,366/ID00365,84.0
396,54/ID00053,366/ID00365,84.0
397,54/ID00053,367/ID00366,84.0
398,53/ID00052,367/ID00366,84.0
399,54/ID00053,368/ID00367,84.0
400,122/ID00121,368/ID00367,84.0
401,137/ID00136,369/ID00368,84.0
402,54/ID00053,369/ID00368,84.0
403,7/ID00006,370/ID00369,84.0
404,55/ID00054,370/ID00369,84.0
405,63/ID00062,371/ID00370,84.0
406,55/ID00054,371/ID00370,84.0
407,72/ID00071,372/ID00371,84.0
408,55/ID00054,372/ID00371,84.0
409,142/ID00141,373/ID00372,84.0
410,55/ID00054,373/ID00372,84.0
411,51/ID00050,374/ID00373,84.0
412,56/ID00055,374/ID00373,84.0
413,71/ID00070,375/ID00374,84.0
414,56/ID00055,375/ID00374,84.0
415,130/ID00129,376/ID00375,84.0
416,56/ID00055,376/ID00375,84.0
417,136/ID00135,377/ID00376,84.0
418,56/ID00055,377/ID00376,84.0
419,71/ID00070,378/ID00377,84.0
420,57/ID00056,378/ID00377,84.0
421,123/ID00122,379/ID00378,84.0
422,57/ID00056,379/ID00378,84.0
423,124/ID00123,380/ID00379,84.0
424,57/ID00056,380/ID00379,84.0
425,135/ID00134,381/ID00380,84.0
426,57/ID00056,381/ID00380,84.0
427,58/ID00057,382/ID00381,84.0
428,56/ID00055,382/ID00381,84.0
429,102/ID00101,383/ID00382,84.0
430,58/ID00057,383/ID00382,84.0
431,138/ID00137,384/ID00383,84.0
432,58/ID00057,384/ID00383,84.0
433,58/ID00057,385/ID00384,84.0
434,153/ID00152,385/ID00384,84.0
435,59/ID00058,386/ID00385,84.0
436,68/ID00067,386/ID00385,84.0
437,71/ID00070,387/ID00386,84.0
438,59/ID00058,387/ID00386,84.0
439,81/ID00080,388/ID00387,84.0
440,59/ID00058,388/ID00387,84.0
441,116/ID00115,389/ID00388,84.0
442,59/ID00058,389/ID00388,84.0
443,138/ID00137,390/ID00389,84.0
444,59/ID00058,390/ID00389,84.0
445,36/ID00035,391/ID00390,84.0
446,60/ID00059,391/ID00390,84.0
447,60/ID00059,392/ID00391,84.0
448,116/ID00115,392/ID00391,84.0
449,60/ID00059,393/ID00392,84.0
450,155/ID00154,393/ID00392,84.0
451,61/ID00060,394/ID00393,84.0
452,10/ID00009,394/ID00393,84.0
453,61/ID00060,395/ID00394,84.0
454,28/ID00027,395/ID00394,84.0
455,61/ID00060,396/ID00395,84.0
456,40/ID00039,396/ID00395,84.0
457,61/ID00060,397/ID00396,84.0
458,48/ID00047,397/ID00396,84.0
459,62/ID00061,398/ID00397,84.0
460,55/ID00054,398/ID00397,84.0
461,79/ID00078,399/ID00398,84.0
462,62/ID00061,399/ID00398,84.0
463,81/ID00080,400/ID00399,84.0
464,62/ID00061,400/ID00399,84.0
465,131/ID00130,401/ID00400,84.0
466,62/ID00061,401/ID00400,84.0
467,1/ID00000,402/ID00401,84.0
468,63/ID00062,402/ID00401,84.0
469,63/ID00062,403/ID00402,84.0
470,19/ID00018,403/ID00402,84.0
471,21/ID00020,404/ID00403,84.0
472,63/ID00062,404/ID00403,84.0
473,22/ID00021,405/ID00404,84.0
474,63/ID00062,405/ID00404,84.0
475,63/ID00062,406/ID00405,84.0
476,50/ID00049,406/ID00405,84.0
477,103/ID00102,407/ID00406,84.0
478,63/ID00062,407/ID00406,84.0
479,118/ID00117,408/ID00407,84.0
480,63/ID00062,408/ID00407,84.0
481,147/ID00146,409/ID00408,84.0
482,63/ID00062,409/ID00408,84.0
483,61/ID00060,410/ID00409,84.0
484,64/ID00063,410/ID00409,84.0
485,64/ID00063,411/ID00410,84.0
486,84/ID00083,411/ID00410,84.0
487,114/ID00113,412/ID00411,84.0
488,64/ID00063,412/ID00411,84.0
489,64/ID00063,413/ID00412,84.0
490,144/ID00143,413/ID00412,84.0
491,64/ID00063,414/ID00413,84.0
492,161/ID00160,414/ID00413,84.0
493,28/ID00027,415/ID00414,84.0
494,65/ID00064,415/ID00414,84.0
495,65/ID00064,416/ID00415,84.0
496,55/ID00054,416/ID00415,84.0
497,65/ID00064,417/ID00416,84.0
498,57/ID00056,417/ID00416,84.0
499,62/ID00061,418/ID00417,84.0
500,65/ID00064,418/ID00417,84.0
501,99/ID00098,419/ID00418,84.0
502,65/ID00064,419/ID00418,84.0
503,138/ID00137,420/ID00419,84.0
504,65/ID00064,420/ID00419,84.0
505,65/ID00064,421/ID00420,84.0
506,143/ID00142,421/ID00420,84.0
507,158/ID00157,422/ID00421,84.0
508,65/ID00064,422/ID00421,84.0
509,11/ID00010,423/ID00422,84.0
510,66/ID00065,423/ID00422,84.0
511,28/ID00027,424/ID00423,84.0
512,66/ID00065,424/ID00423,84.0
513,39/ID00038,425/ID00424,84.0
514,66/ID00065,425/ID00424,84.0
515,66/ID00065,426/ID00425,84.0
516,163/ID00162,426/ID00425,84.0
517,7/ID00006,427/ID00426,84.0
518,67/ID00066,427/ID00426,84.0
519,15/ID00014,428/ID00427,84.0
520,67/ID00066,428/ID00427,84.0
521,24/ID00023,429/ID00428,84.0
522,67/ID00066,429/ID00428,84.0
523,101/ID00100,430/ID00429,84.0
524,67/ID00066,430/ID00429,84.0
525,134/ID00133,431/ID00430,84.0
526,67/ID00066,431/ID00430,84.0
527,156/ID00155,432/ID00431,84.0
528,67/ID00066,432/ID00431,84.0
529,112/ID00111,433/ID00432,84.0
530,68/ID00067,433/ID00432,84.0
531,124/ID00123,434/ID00433,84.0
532,68/ID00067,434/ID00433,84.0
533,152/ID00151,435/ID00434,84.0
534,68/ID00067,435/ID00434,84.0
535,25/ID00024,436/ID00435,84.0
536,69/ID00068,436/ID00435,84.0
537,76/ID00075,437/ID00436,84.0
538,69/ID00068,437/ID00436,84.0
539,108/ID00107,438/ID00437,84.0
540,69/ID00068,438/ID00437,84.0
541,127/ID00126,439/ID00438,84.0
542,69/ID00068,439/ID00438,84.0
543,70/ID00069,440/ID00439,84.0
544,111/ID00110,440/ID00439,84.0
545,71/ID00070,441/ID00440,84.0
546,54/ID00053,441/ID00440,84.0
547,71/ID00070,442/ID00441,84.0
548,55/ID00054,442/ID00441,84.0
549,71/ID00070,443/ID00442,84.0
550,118/ID00117,443/ID00442,84.0
551,72/ID00071,444/ID00443,84.0
552,16/ID00015,444/ID00443,84.0
553,72/ID00071,445/ID00444,84.0
554,41/ID00040,445/ID00444,84.0
555,72/ID00071,446/ID00445,84.0
556,47/ID00046,446/ID00445,84.0
557,72/ID00071,447/ID00446,84.0
558,51/ID00050,447/ID00446,84.0
559,72/ID00071,448/ID00447,84.0
560,60/ID00059,448/ID00447,84.0
561,72/ID00071,449/ID00448,84.0
562,104/ID00103,449/ID00448,84.0
563,114/ID00113,450/ID00449,84.0
564,72/ID00071,450/ID00449,84.0
565,72/ID00071,451/ID00450,84.0
566,154/ID00153,451/ID00450,84.0
567,20/ID00019,452/ID00451,84.0
568,73/ID00072,452/ID00451,84.0
569,21/ID00020,453/ID00452,84.0
570,73/ID00072,453/ID00452,84.0
571,77/ID00076,454/ID00453,84.0
572,74/ID00073,454/ID00453,84.0
573,115/ID00114,455/ID00454,84.0
574,74/ID00073,455/ID00454,84.0
575,163/ID00162,456/ID00455,84.0
576,74/ID00073,456/ID00455,84.0
577,43/ID00042,457/ID00456,84.0
578,75/ID00074,457/ID00456,84.0
579,89/ID00088,458/ID00457,84.0
580,75/ID00074,458/ID00457,84.0
581,115/ID00114,459/ID00458,84.0
582,75/ID00074,459/ID00458,84.0
583,58/ID00057,460/ID00459,84.0
584,76/ID00075,460/ID00459,84.0
585,77/ID00076,461/ID00460,84.0
586,76/ID00075,461/ID00460,84.0
587,136/ID00135,462/ID00461,84.0
588,76/ID00075,462/ID00461,84.0
589,76/ID00075,463/ID00462,84.0
590,146/ID00145,463/ID00462,84.0
591,150/ID00149,464/ID00463,84.0
592,76/ID00075,464/ID00463,84.0
593,5/ID00004,465/ID00464,84.0
594,77/ID00076,465/ID00464,84.0
595,31/ID00030,466/ID00465,84.0
596,77/ID00076,466/ID00465,84.0
597,42/ID00041,467/ID00466,84.0
598,77/ID00076,467/ID00466,84.0
599,77/ID00076,468/ID00467,84.0
600,75/ID00074,468/ID00467,84.0
601,102/ID00101,469/ID00468,84.0
602,77/ID00076,469/ID00468,84.0
603,114/ID00113,470/ID00469,84.0
604,77/ID00076,470/ID00469,84.0
605,130/ID00129,471/ID00470,84.0
606,77/ID00076,471/ID00470,84.0
607,77/ID00076,472/ID00471,84.0
608,132/ID00131,472/ID00471,84.0
609,154/ID00153,473/ID00472,84.0
610,77/ID00076,473/ID00472,84.0
611,78/ID00077,474/ID00473,84.0
612,39/ID00038,474/ID00473,84.0
613,78/ID00077,475/ID00474,84.0
614,74/ID00073,475/ID00474,84.0
615,158/ID00157,476/ID00475,84.0
616,78/ID00077,476/ID00475,84.0
617,42/ID00041,477/ID00476,84.0
618,79/ID00078,477/ID00476,84.0
619,54/ID00053,478/ID00477,84.0
620,79/ID00078,478/ID00477,84.0
621,79/ID00078,479/ID00478,84.0
622,111/ID00110,479/ID00478,84.0
623,17/ID00016,480/ID00479,84.0
624,80/ID00079,480/ID00479,84.0
625,63/ID00062,481/ID00480,84.0
626,80/ID00079,481/ID00480,84.0
627,80/ID00079,482/ID00481,84.0
628,124/ID00123,482/ID00481,84.0
629,129/ID00128,483/ID00482,84.0
630,80/ID00079,483/ID00482,84.0
631,81/ID00080,484/ID00483,84.0
632,56/ID00055,484/ID00483,84.0
633,81/ID00080,485/ID00484,84.0
634,79/ID00078,485/ID00484,84.0
635,81/ID00080,486/ID00485,84.0
636,140/ID00139,486/ID00485,84.0
637,81/ID00080,487/ID00486,84.0
638,162/ID00161,487/ID00486,84.0
639,82/ID00081,488/ID00487,84.0
640,37/ID00036,488/ID00487,84.0
641,82/ID00081,489/ID00488,84.0
642,64/ID00063,489/ID00488,84.0
643,82/ID00081,490/ID00489,84.0
644,100/ID00099,490/ID00489,84.0
645,82/ID00081,491/ID00490,84.0
646,152/ID00151,491/ID00490,84.0
647,83/ID00082,492/ID00491,84.0
648,4/ID00003,492/ID00491,84.0
649,83/ID00082,493/ID00492,84.0
650,102/ID00101,493/ID00492,84.0
651,2/ID00001,494/ID00493,84.0
652,84/ID00083,494/ID00493,84.0
653,111/ID00110,495/ID00494,84.0
654,84/ID00083,495/ID00494,84.0
655,148/ID00147,496/ID00495,84.0
656,84/ID00083,496/ID00495,84.0
657,28/ID00027,497/ID00496,84.0
658,85/ID00084,497/ID00496,84.0
659,80/ID00079,498/ID00497,84.0
660,85/ID00084,498/ID00497,84.0
661,85/ID00084,499/ID00498,84.0
662,132/ID00131,499/ID00498,84.0
663,85/ID00084,500/ID00499,84.0
664,163/ID00162,500/ID00499,84.0
665,26/ID00025,501/ID00500,84.0
666,86/ID00085,501/ID00500,84.0
667,50/ID00049,502/ID00501,84.0
668,86/ID00085,502/ID00501,84.0
669,54/ID00053,503/ID00502,84.0
670,86/ID00085,503/ID00502,84.0
671,71/ID00070,504/ID00503,84.0
672,86/ID00085,504/ID00503,84.0
673,110/ID00109,505/ID00504,84.0
674,86/ID00085,505/ID00504,84.0
675,139/ID00138,506/ID00505,84.0
676,86/ID00085,506/ID00505,84.0
677,154/ID00153,507/ID00506,84.0
678,86/ID00085,507/ID00506,84.0
679,87/ID00086,508/ID00507,84.0
680,20/ID00019,508/ID00507,84.0
681,52/ID00051,509/ID00508,84.0
682,87/ID00086,509/ID00508,84.0
683,89/ID00088,510/ID00509,84.0
684,87/ID00086,510/ID00509,84.0
685,98/ID00097,511/ID00510,84.0
686,87/ID00086,511/ID00510,84.0
687,99/ID00098,512/ID00511,84.0
688,87/ID00086,512/ID00511,84.0
689,155/ID00154,513/ID00512,84.0
690,87/ID00086,513/ID00512,84.0
691,158/ID00157,514/ID00513,84.0
692,87/ID00086,514/ID00513,84.0
693,159/ID00158,515/ID00514,84.0
694,87/ID00086,515/ID00514,84.0
695,88/ID00087,516/ID00515,84.0
696,16/ID00015,516/ID00515,84.0
697,88/ID00087,517/ID00516,84.0
